Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
SP1,15-04-2012,Zaragoza,Granada,1,0,H,1,0,H,2011
SP1,16-04-2012,Getafe,Sevilla,5,1,H,1,1,D,2011
SP1,21-04-2012,Barcelona,Real Madrid,1,2,A,0,1,A,2011
SP1,21-04-2012,Mallorca,Zaragoza,1,0,H,1,0,H,2011
SP1,21-04-2012,Sevilla,Levante,1,1,D,1,1,D,2011
SP1,21-04-2012,Sp Gijon,Vallecano,2,1,H,1,0,H,2011
SP1,22-04-2012,Ath Madrid,Espanol,3,1,H,1,1,D,2011
SP1,22-04-2012,Granada,Getafe,1,0,H,1,0,H,2011
SP1,22-04-2012,Santander,Ath Bilbao,0,1,A,0,1,A,2011
SP1,22-04-2012,Sociedad,Villarreal,1,1,D,0,1,A,2011
SP1,22-04-2012,Valencia,Betis,4,0,H,1,0,H,2011
SP1,23-04-2012,Osasuna,Malaga,1,1,D,0,0,D,2011
SP1,28-04-2012,Espanol,Sp Gijon,0,3,A,0,0,D,2011
SP1,28-04-2012,Getafe,Mallorca,1,3,A,0,1,A,2011
SP1,28-04-2012,Levante,Granada,3,1,H,0,0,D,2011
SP1,28-04-2012,Sociedad,Santander,3,0,H,0,0,D,2011
SP1,28-04-2012,Villarreal,Osasuna,1,1,D,1,0,H,2011
SP1,29-04-2012,Betis,Ath Madrid,2,2,D,0,0,D,2011
SP1,29-04-2012,Malaga,Valencia,1,0,H,1,0,H,2011
SP1,29-04-2012,Real Madrid,Sevilla,3,0,H,1,0,H,2011
SP1,29-04-2012,Vallecano,Barcelona,0,7,A,0,3,A,2011
SP1,29-04-2012,Zaragoza,Ath Bilbao,2,0,H,1,0,H,2011
SP1,01-05-2012,Getafe,Santander,1,1,D,0,0,D,2011
SP1,01-05-2012,Granada,Espanol,2,1,H,2,0,H,2011
SP1,01-05-2012,Sp Gijon,Villarreal,2,3,A,1,2,A,2011
SP1,02-05-2012,Ath Bilbao,Real Madrid,0,3,A,0,2,A,2011
SP1,02-05-2012,Ath Madrid,Sociedad,1,1,D,0,0,D,2011
SP1,02-05-2012,Barcelona,Malaga,4,1,H,2,1,H,2011
SP1,02-05-2012,Mallorca,Vallecano,1,0,H,0,0,D,2011
SP1,02-05-2012,Sevilla,Betis,1,2,A,1,1,D,2011
SP1,02-05-2012,Valencia,Osasuna,4,0,H,0,0,D,2011
SP1,02-05-2012,Zaragoza,Levante,1,0,H,1,0,H,2011
SP1,05-05-2012,Ath Bilbao,Getafe,0,0,D,0,0,D,2011
SP1,05-05-2012,Ath Madrid,Malaga,2,1,H,0,1,A,2011
SP1,05-05-2012,Barcelona,Espanol,4,0,H,1,0,H,2011
SP1,05-05-2012,Granada,Real Madrid,1,2,A,1,0,H,2011
SP1,05-05-2012,Mallorca,Levante,1,0,H,0,0,D,2011
SP1,05-05-2012,Osasuna,Sociedad,1,0,H,1,0,H,2011
SP1,05-05-2012,Sevilla,Vallecano,5,2,H,2,1,H,2011
SP1,05-05-2012,Sp Gijon,Betis,2,1,H,1,1,D,2011
SP1,05-05-2012,Valencia,Villarreal,1,0,H,0,0,D,2011
SP1,05-05-2012,Zaragoza,Santander,2,1,H,1,1,D,2011
SP1,12-05-2012,Betis,Barcelona,2,2,D,0,1,A,2011
SP1,12-05-2012,Sociedad,Valencia,1,0,H,0,0,D,2011
SP1,13-05-2012,Espanol,Sevilla,1,1,D,0,1,A,2011
SP1,13-05-2012,Getafe,Zaragoza,0,2,A,0,0,D,2011
SP1,13-05-2012,Levante,Ath Bilbao,3,0,H,1,0,H,2011
SP1,13-05-2012,Malaga,Sp Gijon,1,0,H,0,0,D,2011
SP1,13-05-2012,Real Madrid,Mallorca,4,1,H,2,0,H,2011
SP1,13-05-2012,Santander,Osasuna,2,4,A,1,0,H,2011
SP1,13-05-2012,Vallecano,Granada,1,0,H,0,0,D,2011
SP1,13-05-2012,Villarreal,Ath Madrid,0,1,A,0,0,D,2011
SP1,18-08-2012,Celta,Malaga,0,1,A,0,0,D,2012
SP1,18-08-2012,Mallorca,Espanol,2,1,H,1,1,D,2012
SP1,18-08-2012,Sevilla,Getafe,2,1,H,2,0,H,2012
SP1,19-08-2012,Ath Bilbao,Betis,3,5,A,0,3,A,2012
SP1,19-08-2012,Barcelona,Sociedad,5,1,H,4,1,H,2012
SP1,19-08-2012,Levante,Ath Madrid,1,1,D,1,1,D,2012
SP1,19-08-2012,Real Madrid,Valencia,1,1,D,1,1,D,2012
SP1,20-08-2012,La Coruna,Osasuna,2,0,H,0,0,D,2012
SP1,20-08-2012,Vallecano,Granada,1,0,H,0,0,D,2012
SP1,20-08-2012,Zaragoza,Valladolid,0,1,A,0,1,A,2012
SP1,25-08-2012,Betis,Vallecano,1,2,A,1,1,D,2012
SP1,25-08-2012,Espanol,Zaragoza,1,2,A,1,0,H,2012
SP1,25-08-2012,Malaga,Mallorca,1,1,D,0,0,D,2012
SP1,25-08-2012,Sociedad,Celta,2,1,H,0,0,D,2012
SP1,26-08-2012,Getafe,Real Madrid,2,1,H,0,1,A,2012
SP1,26-08-2012,Granada,Sevilla,1,1,D,1,1,D,2012
SP1,26-08-2012,Osasuna,Barcelona,1,2,A,1,0,H,2012
SP1,26-08-2012,Valencia,La Coruna,3,3,D,3,1,H,2012
SP1,27-08-2012,Ath Madrid,Ath Bilbao,4,0,H,2,0,H,2012
SP1,27-08-2012,Valladolid,Levante,2,0,H,1,0,H,2012
SP1,01-09-2012,Celta,Osasuna,2,0,H,0,0,D,2012
SP1,01-09-2012,La Coruna,Getafe,1,1,D,1,1,D,2012
SP1,01-09-2012,Mallorca,Sociedad,1,0,H,0,0,D,2012
SP1,01-09-2012,Zaragoza,Malaga,0,1,A,0,0,D,2012
SP1,02-09-2012,Ath Bilbao,Valladolid,2,0,H,0,0,D,2012
SP1,02-09-2012,Barcelona,Valencia,1,0,H,1,0,H,2012
SP1,02-09-2012,Levante,Espanol,3,2,H,0,2,A,2012
SP1,02-09-2012,Real Madrid,Granada,3,0,H,1,0,H,2012
SP1,02-09-2012,Vallecano,Sevilla,0,0,D,0,0,D,2012
SP1,15-09-2012,Getafe,Barcelona,1,4,A,0,1,A,2012
SP1,15-09-2012,Malaga,Levante,3,1,H,1,0,H,2012
SP1,15-09-2012,Sevilla,Real Madrid,1,0,H,1,0,H,2012
SP1,15-09-2012,Valencia,Celta,2,1,H,1,1,D,2012
SP1,16-09-2012,Ath Madrid,Vallecano,4,3,H,1,0,H,2012
SP1,16-09-2012,Espanol,Ath Bilbao,3,3,D,2,0,H,2012
SP1,16-09-2012,Granada,La Coruna,1,1,D,0,1,A,2012
SP1,16-09-2012,Osasuna,Mallorca,1,1,D,0,0,D,2012
SP1,16-09-2012,Sociedad,Zaragoza,2,0,H,0,0,D,2012
SP1,17-09-2012,Valladolid,Betis,0,1,A,0,0,D,2012
SP1,22-09-2012,Barcelona,Granada,2,0,H,0,0,D,2012
SP1,22-09-2012,Betis,Espanol,1,0,H,1,0,H,2012
SP1,22-09-2012,Celta,Getafe,2,1,H,0,0,D,2012
SP1,22-09-2012,Zaragoza,Osasuna,3,1,H,2,1,H,2012
SP1,23-09-2012,Ath Bilbao,Malaga,0,0,D,0,0,D,2012
SP1,23-09-2012,Ath Madrid,Valladolid,2,1,H,2,0,H,2012
SP1,23-09-2012,Levante,Sociedad,2,1,H,0,1,A,2012
SP1,23-09-2012,Mallorca,Valencia,2,0,H,1,0,H,2012
SP1,24-09-2012,La Coruna,Sevilla,0,2,A,0,0,D,2012
SP1,24-09-2012,Vallecano,Real Madrid,0,2,A,0,1,A,2012
SP1,26-09-2012,Betis,Ath Madrid,2,4,A,2,1,H,2012
SP1,29-09-2012,Malaga,Betis,4,0,H,2,0,H,2012
SP1,29-09-2012,Sevilla,Barcelona,2,3,A,1,0,H,2012
SP1,29-09-2012,Sociedad,Ath Bilbao,2,0,H,0,0,D,2012
SP1,29-09-2012,Valencia,Zaragoza,2,0,H,1,0,H,2012
SP1,30-09-2012,Espanol,Ath Madrid,0,1,A,0,1,A,2012
SP1,30-09-2012,Granada,Celta,2,1,H,2,1,H,2012
SP1,30-09-2012,Osasuna,Levante,4,0,H,0,0,D,2012
SP1,30-09-2012,Real Madrid,La Coruna,5,1,H,3,1,H,2012
SP1,30-09-2012,Valladolid,Vallecano,6,1,H,4,1,H,2012
SP1,01-10-2012,Getafe,Mallorca,1,0,H,0,0,D,2012
SP1,05-10-2012,Celta,Sevilla,2,0,H,0,0,D,2012
SP1,06-10-2012,Betis,Sociedad,2,0,H,1,0,H,2012
SP1,06-10-2012,Valladolid,Espanol,1,1,D,0,0,D,2012
SP1,06-10-2012,Vallecano,La Coruna,2,1,H,2,1,H,2012
SP1,06-10-2012,Zaragoza,Getafe,0,1,A,0,0,D,2012
SP1,07-10-2012,Ath Bilbao,Osasuna,1,0,H,1,0,H,2012
SP1,07-10-2012,Ath Madrid,Malaga,2,1,H,1,1,D,2012
SP1,07-10-2012,Barcelona,Real Madrid,2,2,D,1,1,D,2012
SP1,07-10-2012,Levante,Valencia,1,0,H,1,0,H,2012
SP1,07-10-2012,Mallorca,Granada,1,2,A,0,0,D,2012
SP1,20-10-2012,La Coruna,Barcelona,4,5,A,2,4,A,2012
SP1,20-10-2012,Malaga,Valladolid,2,1,H,1,1,D,2012
SP1,20-10-2012,Real Madrid,Celta,2,0,H,1,0,H,2012
SP1,20-10-2012,Valencia,Ath Bilbao,3,2,H,1,2,A,2012
SP1,21-10-2012,Espanol,Vallecano,3,2,H,1,1,D,2012
SP1,21-10-2012,Getafe,Levante,0,1,A,0,0,D,2012
SP1,21-10-2012,Granada,Zaragoza,1,2,A,0,2,A,2012
SP1,21-10-2012,Osasuna,Betis,0,0,D,0,0,D,2012
SP1,21-10-2012,Sociedad,Ath Madrid,0,1,A,0,0,D,2012
SP1,22-10-2012,Sevilla,Mallorca,3,2,H,1,2,A,2012
SP1,27-10-2012,Betis,Valencia,1,0,H,1,0,H,2012
SP1,27-10-2012,Celta,La Coruna,1,1,D,1,1,D,2012
SP1,27-10-2012,Espanol,Malaga,0,0,D,0,0,D,2012
SP1,27-10-2012,Vallecano,Barcelona,0,5,A,0,1,A,2012
SP1,28-10-2012,Ath Bilbao,Getafe,1,2,A,0,1,A,2012
SP1,28-10-2012,Ath Madrid,Osasuna,3,1,H,2,1,H,2012
SP1,28-10-2012,Levante,Granada,3,1,H,1,0,H,2012
SP1,28-10-2012,Mallorca,Real Madrid,0,5,A,0,2,A,2012
SP1,28-10-2012,Zaragoza,Sevilla,2,1,H,2,0,H,2012
SP1,29-10-2012,Valladolid,Sociedad,2,2,D,1,1,D,2012
SP1,03-11-2012,Barcelona,Celta,3,1,H,2,1,H,2012
SP1,03-11-2012,Malaga,Vallecano,1,2,A,0,1,A,2012
SP1,03-11-2012,Real Madrid,Zaragoza,4,0,H,2,0,H,2012
SP1,03-11-2012,Valencia,Ath Madrid,2,0,H,1,0,H,2012
SP1,04-11-2012,Granada,Ath Bilbao,1,2,A,0,2,A,2012
SP1,04-11-2012,La Coruna,Mallorca,1,0,H,1,0,H,2012
SP1,04-11-2012,Osasuna,Valladolid,0,1,A,0,0,D,2012
SP1,04-11-2012,Sevilla,Levante,0,0,D,0,0,D,2012
SP1,04-11-2012,Sociedad,Espanol,0,1,A,0,0,D,2012
SP1,05-11-2012,Getafe,Betis,2,4,A,0,0,D,2012
SP1,09-11-2012,Betis,Granada,1,2,A,0,1,A,2012
SP1,10-11-2012,Espanol,Osasuna,0,3,A,0,1,A,2012
SP1,10-11-2012,Malaga,Sociedad,1,2,A,1,1,D,2012
SP1,10-11-2012,Vallecano,Celta,3,2,H,0,2,A,2012
SP1,10-11-2012,Zaragoza,La Coruna,5,3,H,1,2,A,2012
SP1,11-11-2012,Ath Bilbao,Sevilla,2,1,H,2,0,H,2012
SP1,11-11-2012,Ath Madrid,Getafe,2,0,H,2,0,H,2012
SP1,11-11-2012,Levante,Real Madrid,1,2,A,0,1,A,2012
SP1,11-11-2012,Mallorca,Barcelona,2,4,A,0,3,A,2012
SP1,11-11-2012,Valladolid,Valencia,1,1,D,0,1,A,2012
SP1,17-11-2012,Barcelona,Zaragoza,3,1,H,2,1,H,2012
SP1,17-11-2012,Osasuna,Malaga,0,0,D,0,0,D,2012
SP1,17-11-2012,Real Madrid,Ath Bilbao,5,1,H,3,1,H,2012
SP1,17-11-2012,Valencia,Espanol,2,1,H,1,1,D,2012
SP1,18-11-2012,Celta,Mallorca,1,1,D,0,1,A,2012
SP1,18-11-2012,Getafe,Valladolid,2,1,H,0,1,A,2012
SP1,18-11-2012,Granada,Ath Madrid,0,1,A,0,0,D,2012
SP1,18-11-2012,La Coruna,Levante,0,2,A,0,1,A,2012
SP1,18-11-2012,Sevilla,Betis,5,1,H,4,0,H,2012
SP1,19-11-2012,Sociedad,Vallecano,4,0,H,2,0,H,2012
SP1,23-11-2012,Sociedad,Osasuna,0,0,D,0,0,D,2012
SP1,24-11-2012,Betis,Real Madrid,1,0,H,1,0,H,2012
SP1,24-11-2012,Malaga,Valencia,4,0,H,1,0,H,2012
SP1,24-11-2012,Valladolid,Granada,1,0,H,0,0,D,2012
SP1,24-11-2012,Vallecano,Mallorca,2,0,H,0,0,D,2012
SP1,25-11-2012,Ath Bilbao,La Coruna,1,1,D,1,0,H,2012
SP1,25-11-2012,Ath Madrid,Sevilla,4,0,H,3,0,H,2012
SP1,25-11-2012,Espanol,Getafe,0,2,A,0,1,A,2012
SP1,25-11-2012,Levante,Barcelona,0,4,A,0,0,D,2012
SP1,26-11-2012,Zaragoza,Celta,0,1,A,0,0,D,2012
SP1,30-11-2012,Osasuna,Vallecano,1,0,H,1,0,H,2012
SP1,01-12-2012,Barcelona,Ath Bilbao,5,1,H,3,0,H,2012
SP1,01-12-2012,Getafe,Malaga,1,0,H,0,0,D,2012
SP1,01-12-2012,Real Madrid,Ath Madrid,2,0,H,1,0,H,2012
SP1,01-12-2012,Valencia,Sociedad,2,5,A,1,1,D,2012
SP1,02-12-2012,Celta,Levante,1,1,D,1,0,H,2012
SP1,02-12-2012,Granada,Espanol,0,0,D,0,0,D,2012
SP1,02-12-2012,La Coruna,Betis,2,3,A,0,1,A,2012
SP1,02-12-2012,Mallorca,Zaragoza,1,1,D,0,1,A,2012
SP1,03-12-2012,Sevilla,Valladolid,1,2,A,0,2,A,2012
SP1,07-12-2012,Espanol,Sevilla,2,2,D,1,1,D,2012
SP1,08-12-2012,Malaga,Granada,4,0,H,2,0,H,2012
SP1,08-12-2012,Osasuna,Valencia,0,1,A,0,0,D,2012
SP1,08-12-2012,Sociedad,Getafe,1,1,D,0,0,D,2012
SP1,08-12-2012,Valladolid,Real Madrid,2,3,A,2,2,D,2012
SP1,09-12-2012,Ath Bilbao,Celta,1,0,H,1,0,H,2012
SP1,09-12-2012,Ath Madrid,La Coruna,6,0,H,3,0,H,2012
SP1,09-12-2012,Betis,Barcelona,1,2,A,1,2,A,2012
SP1,09-12-2012,Levante,Mallorca,4,0,H,1,0,H,2012
SP1,10-12-2012,Vallecano,Zaragoza,0,2,A,0,1,A,2012
SP1,15-12-2012,Getafe,Osasuna,1,1,D,0,0,D,2012
SP1,15-12-2012,Granada,Sociedad,0,0,D,0,0,D,2012
SP1,15-12-2012,Mallorca,Ath Bilbao,0,1,A,0,1,A,2012
SP1,15-12-2012,Sevilla,Malaga,0,2,A,0,0,D,2012
SP1,16-12-2012,Barcelona,Ath Madrid,4,1,H,2,1,H,2012
SP1,16-12-2012,Real Madrid,Espanol,2,2,D,1,1,D,2012
SP1,16-12-2012,Valencia,Vallecano,0,1,A,0,0,D,2012
SP1,16-12-2012,Zaragoza,Levante,0,1,A,0,1,A,2012
SP1,17-12-2012,Celta,Betis,0,1,A,0,0,D,2012
SP1,17-12-2012,La Coruna,Valladolid,0,0,D,0,0,D,2012
SP1,20-12-2012,Espanol,La Coruna,2,0,H,1,0,H,2012
SP1,20-12-2012,Sociedad,Sevilla,2,1,H,1,0,H,2012
SP1,20-12-2012,Vallecano,Levante,3,0,H,0,0,D,2012
SP1,21-12-2012,Ath Madrid,Celta,1,0,H,0,0,D,2012
SP1,21-12-2012,Valencia,Getafe,4,2,H,3,1,H,2012
SP1,22-12-2012,Ath Bilbao,Zaragoza,0,2,A,0,2,A,2012
SP1,22-12-2012,Betis,Mallorca,1,2,A,1,1,D,2012
SP1,22-12-2012,Malaga,Real Madrid,3,2,H,0,0,D,2012
SP1,22-12-2012,Osasuna,Granada,1,2,A,1,1,D,2012
SP1,22-12-2012,Valladolid,Barcelona,1,3,A,0,1,A,2012
SP1,04-01-2013,Zaragoza,Betis,1,2,A,0,1,A,2012
SP1,05-01-2013,Granada,Valencia,1,2,A,0,0,D,2012
SP1,05-01-2013,La Coruna,Malaga,1,0,H,0,0,D,2012
SP1,05-01-2013,Levante,Ath Bilbao,3,1,H,2,1,H,2012
SP1,05-01-2013,Sevilla,Osasuna,1,0,H,0,0,D,2012
SP1,06-01-2013,Barcelona,Espanol,4,0,H,4,0,H,2012
SP1,06-01-2013,Celta,Valladolid,3,1,H,2,1,H,2012
SP1,06-01-2013,Mallorca,Ath Madrid,1,1,D,0,0,D,2012
SP1,06-01-2013,Real Madrid,Sociedad,4,3,H,2,2,D,2012
SP1,07-01-2013,Vallecano,Getafe,3,1,H,2,0,H,2012
SP1,11-01-2013,Ath Bilbao,Vallecano,1,2,A,0,0,D,2012
SP1,12-01-2013,Espanol,Celta,1,0,H,1,0,H,2012
SP1,12-01-2013,Osasuna,Real Madrid,0,0,D,0,0,D,2012
SP1,12-01-2013,Valencia,Sevilla,2,0,H,0,0,D,2012
SP1,12-01-2013,Valladolid,Mallorca,3,1,H,1,1,D,2012
SP1,13-01-2013,Ath Madrid,Zaragoza,2,0,H,2,0,H,2012
SP1,13-01-2013,Betis,Levante,2,0,H,1,0,H,2012
SP1,13-01-2013,Malaga,Barcelona,1,3,A,0,1,A,2012
SP1,13-01-2013,Sociedad,La Coruna,1,1,D,1,1,D,2012
SP1,14-01-2013,Getafe,Granada,2,2,D,2,1,H,2012
SP1,18-01-2013,Espanol,Mallorca,3,2,H,1,2,A,2012
SP1,19-01-2013,Getafe,Sevilla,1,1,D,1,1,D,2012
SP1,19-01-2013,Granada,Vallecano,2,0,H,1,0,H,2012
SP1,19-01-2013,Malaga,Celta,1,1,D,1,0,H,2012
SP1,19-01-2013,Sociedad,Barcelona,3,2,H,1,2,A,2012
SP1,20-01-2013,Ath Madrid,Levante,2,0,H,1,0,H,2012
SP1,20-01-2013,Osasuna,La Coruna,2,1,H,1,0,H,2012
SP1,20-01-2013,Valencia,Real Madrid,0,5,A,0,5,A,2012
SP1,20-01-2013,Valladolid,Zaragoza,2,0,H,1,0,H,2012
SP1,21-01-2013,Betis,Ath Bilbao,1,1,D,1,1,D,2012
SP1,26-01-2013,Celta,Sociedad,1,1,D,1,0,H,2012
SP1,26-01-2013,La Coruna,Valencia,2,3,A,2,1,H,2012
SP1,26-01-2013,Levante,Valladolid,2,1,H,1,1,D,2012
SP1,26-01-2013,Zaragoza,Espanol,0,0,D,0,0,D,2012
SP1,27-01-2013,Ath Bilbao,Ath Madrid,3,0,H,0,0,D,2012
SP1,27-01-2013,Barcelona,Osasuna,5,1,H,3,1,H,2012
SP1,27-01-2013,Mallorca,Malaga,2,3,A,1,2,A,2012
SP1,27-01-2013,Real Madrid,Getafe,4,0,H,0,0,D,2012
SP1,27-01-2013,Vallecano,Betis,3,0,H,1,0,H,2012
SP1,28-01-2013,Sevilla,Granada,3,0,H,1,0,H,2012
SP1,01-02-2013,Valladolid,Ath Bilbao,2,2,D,2,1,H,2012
SP1,02-02-2013,Espanol,Levante,3,2,H,1,0,H,2012
SP1,02-02-2013,Getafe,La Coruna,3,1,H,1,1,D,2012
SP1,02-02-2013,Granada,Real Madrid,1,0,H,1,0,H,2012
SP1,02-02-2013,Osasuna,Celta,1,0,H,0,0,D,2012
SP1,03-02-2013,Ath Madrid,Betis,1,0,H,0,0,D,2012
SP1,03-02-2013,Malaga,Zaragoza,1,1,D,1,1,D,2012
SP1,03-02-2013,Sevilla,Vallecano,2,1,H,1,0,H,2012
SP1,03-02-2013,Sociedad,Mallorca,3,0,H,0,0,D,2012
SP1,03-02-2013,Valencia,Barcelona,1,1,D,1,1,D,2012
SP1,09-02-2013,Celta,Valencia,0,1,A,0,0,D,2012
SP1,09-02-2013,La Coruna,Granada,0,3,A,0,1,A,2012
SP1,09-02-2013,Levante,Malaga,1,2,A,1,1,D,2012
SP1,09-02-2013,Mallorca,Osasuna,1,1,D,0,0,D,2012
SP1,09-02-2013,Real Madrid,Sevilla,4,1,H,2,0,H,2012
SP1,10-02-2013,Ath Bilbao,Espanol,0,4,A,0,1,A,2012
SP1,10-02-2013,Barcelona,Getafe,6,1,H,2,0,H,2012
SP1,10-02-2013,Vallecano,Ath Madrid,2,1,H,2,0,H,2012
SP1,10-02-2013,Zaragoza,Sociedad,1,2,A,0,2,A,2012
SP1,11-02-2013,Betis,Valladolid,0,0,D,0,0,D,2012
SP1,15-02-2013,Sevilla,La Coruna,3,1,H,3,1,H,2012
SP1,16-02-2013,Getafe,Celta,3,1,H,3,1,H,2012
SP1,16-02-2013,Granada,Barcelona,1,2,A,1,0,H,2012
SP1,16-02-2013,Malaga,Ath Bilbao,1,0,H,1,0,H,2012
SP1,16-02-2013,Osasuna,Zaragoza,1,0,H,1,0,H,2012
SP1,17-02-2013,Espanol,Betis,1,0,H,1,0,H,2012
SP1,17-02-2013,Real Madrid,Vallecano,2,0,H,2,0,H,2012
SP1,17-02-2013,Sociedad,Levante,1,1,D,1,1,D,2012
SP1,17-02-2013,Valencia,Mallorca,2,0,H,0,0,D,2012
SP1,17-02-2013,Valladolid,Ath Madrid,0,3,A,0,1,A,2012
SP1,22-02-2013,Ath Bilbao,Sociedad,1,3,A,1,1,D,2012
SP1,23-02-2013,Barcelona,Sevilla,2,1,H,0,1,A,2012
SP1,23-02-2013,La Coruna,Real Madrid,1,2,A,1,0,H,2012
SP1,23-02-2013,Mallorca,Getafe,1,3,A,1,0,H,2012
SP1,23-02-2013,Zaragoza,Valencia,2,2,D,2,1,H,2012
SP1,24-02-2013,Ath Madrid,Espanol,1,0,H,1,0,H,2012
SP1,24-02-2013,Betis,Malaga,3,0,H,3,0,H,2012
SP1,24-02-2013,Celta,Granada,2,1,H,1,1,D,2012
SP1,24-02-2013,Vallecano,Valladolid,1,2,A,0,0,D,2012
SP1,25-02-2013,Levante,Osasuna,0,2,A,0,0,D,2012
SP1,01-03-2013,Getafe,Zaragoza,2,0,H,1,0,H,2012
SP1,02-03-2013,La Coruna,Vallecano,0,0,D,0,0,D,2012
SP1,02-03-2013,Osasuna,Ath Bilbao,0,1,A,0,0,D,2012
SP1,02-03-2013,Real Madrid,Barcelona,2,1,H,1,1,D,2012
SP1,02-03-2013,Valencia,Levante,2,2,D,2,1,H,2012
SP1,03-03-2013,Espanol,Valladolid,0,0,D,0,0,D,2012
SP1,03-03-2013,Granada,Mallorca,1,2,A,1,1,D,2012
SP1,03-03-2013,Malaga,Ath Madrid,0,0,D,0,0,D,2012
SP1,03-03-2013,Sociedad,Betis,3,3,D,0,1,A,2012
SP1,04-03-2013,Sevilla,Celta,4,1,H,2,1,H,2012
SP1,08-03-2013,Betis,Osasuna,2,1,H,1,0,H,2012
SP1,09-03-2013,Barcelona,La Coruna,2,0,H,1,0,H,2012
SP1,09-03-2013,Mallorca,Sevilla,2,1,H,1,0,H,2012
SP1,09-03-2013,Valladolid,Malaga,1,1,D,1,1,D,2012
SP1,09-03-2013,Vallecano,Espanol,2,0,H,1,0,H,2012
SP1,10-03-2013,Ath Bilbao,Valencia,1,0,H,0,0,D,2012
SP1,10-03-2013,Ath Madrid,Sociedad,0,1,A,0,0,D,2012
SP1,10-03-2013,Celta,Real Madrid,1,2,A,0,0,D,2012
SP1,10-03-2013,Levante,Getafe,0,0,D,0,0,D,2012
SP1,11-03-2013,Zaragoza,Granada,0,0,D,0,0,D,2012
SP1,15-03-2013,La Coruna,Celta,3,1,H,1,0,H,2012
SP1,16-03-2013,Getafe,Ath Bilbao,1,0,H,1,0,H,2012
SP1,16-03-2013,Real Madrid,Mallorca,5,2,H,1,2,A,2012
SP1,16-03-2013,Sociedad,Valladolid,4,1,H,3,0,H,2012
SP1,16-03-2013,Valencia,Betis,3,0,H,1,0,H,2012
SP1,17-03-2013,Barcelona,Vallecano,3,1,H,2,0,H,2012
SP1,17-03-2013,Granada,Levante,1,1,D,1,0,H,2012
SP1,17-03-2013,Malaga,Espanol,0,2,A,0,0,D,2012
SP1,17-03-2013,Osasuna,Ath Madrid,0,2,A,0,1,A,2012
SP1,17-03-2013,Sevilla,Zaragoza,4,0,H,1,0,H,2012
SP1,30-03-2013,Celta,Barcelona,2,2,D,1,1,D,2012
SP1,30-03-2013,Levante,Sevilla,1,0,H,1,0,H,2012
SP1,30-03-2013,Vallecano,Malaga,1,3,A,1,1,D,2012
SP1,30-03-2013,Zaragoza,Real Madrid,1,1,D,1,1,D,2012
SP1,31-03-2013,Ath Madrid,Valencia,1,1,D,1,1,D,2012
SP1,31-03-2013,Espanol,Sociedad,2,2,D,2,1,H,2012
SP1,31-03-2013,Mallorca,La Coruna,2,3,A,1,1,D,2012
SP1,31-03-2013,Valladolid,Osasuna,1,3,A,1,0,H,2012
SP1,01-04-2013,Ath Bilbao,Granada,1,0,H,0,0,D,2012
SP1,01-04-2013,Betis,Getafe,0,0,D,0,0,D,2012
SP1,05-04-2013,Granada,Betis,1,5,A,0,3,A,2012
SP1,06-04-2013,Barcelona,Mallorca,5,0,H,4,0,H,2012
SP1,06-04-2013,La Coruna,Zaragoza,3,2,H,2,2,D,2012
SP1,06-04-2013,Real Madrid,Levante,5,1,H,2,1,H,2012
SP1,06-04-2013,Sociedad,Malaga,4,2,H,3,1,H,2012
SP1,07-04-2013,Celta,Vallecano,0,2,A,0,1,A,2012
SP1,07-04-2013,Getafe,Ath Madrid,0,0,D,0,0,D,2012
SP1,07-04-2013,Osasuna,Espanol,0,2,A,0,0,D,2012
SP1,07-04-2013,Valencia,Valladolid,2,1,H,1,0,H,2012
SP1,08-04-2013,Sevilla,Ath Bilbao,2,1,H,1,0,H,2012
SP1,12-04-2013,Betis,Sevilla,3,3,D,1,3,A,2012
SP1,13-04-2013,Espanol,Valencia,3,3,D,1,0,H,2012
SP1,13-04-2013,Levante,La Coruna,0,4,A,0,3,A,2012
SP1,13-04-2013,Malaga,Osasuna,1,0,H,0,0,D,2012
SP1,13-04-2013,Valladolid,Getafe,2,1,H,0,1,A,2012
SP1,14-04-2013,Ath Bilbao,Real Madrid,0,3,A,0,1,A,2012
SP1,14-04-2013,Ath Madrid,Granada,5,0,H,2,0,H,2012
SP1,14-04-2013,Vallecano,Sociedad,0,2,A,0,2,A,2012
SP1,14-04-2013,Zaragoza,Barcelona,0,3,A,0,2,A,2012
SP1,15-04-2013,Mallorca,Celta,1,0,H,0,0,D,2012
SP1,19-04-2013,Mallorca,Vallecano,1,1,D,1,1,D,2012
SP1,20-04-2013,Barcelona,Levante,1,0,H,0,0,D,2012
SP1,20-04-2013,Granada,Valladolid,1,1,D,0,0,D,2012
SP1,20-04-2013,Real Madrid,Betis,3,1,H,1,0,H,2012
SP1,20-04-2013,Valencia,Malaga,5,1,H,4,1,H,2012
SP1,21-04-2013,Getafe,Espanol,0,2,A,0,1,A,2012
SP1,21-04-2013,La Coruna,Ath Bilbao,1,1,D,1,1,D,2012
SP1,21-04-2013,Osasuna,Sociedad,0,0,D,0,0,D,2012
SP1,21-04-2013,Sevilla,Ath Madrid,0,1,A,0,0,D,2012
