Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
SP1,18-04-2010,Real Madrid,Valencia,2,0,H,1,0,H,2009
SP1,18-04-2010,Tenerife,Getafe,3,2,H,1,1,D,2009
SP1,18-04-2010,Xerez,Santander,2,2,D,1,1,D,2009
SP1,19-04-2010,Mallorca,Osasuna,2,0,H,1,0,H,2009
SP1,24-04-2010,Barcelona,Xerez,3,1,H,2,1,H,2009
SP1,24-04-2010,Valencia,La Coruna,1,0,H,1,0,H,2009
SP1,24-04-2010,Zaragoza,Real Madrid,1,2,A,0,0,D,2009
SP1,25-04-2010,Almeria,Espanol,0,1,A,0,0,D,2009
SP1,25-04-2010,Ath Madrid,Tenerife,3,1,H,2,0,H,2009
SP1,25-04-2010,Getafe,Sevilla,4,3,H,1,2,A,2009
SP1,25-04-2010,Mallorca,Malaga,1,1,D,0,0,D,2009
SP1,25-04-2010,Santander,Villarreal,1,2,A,1,0,H,2009
SP1,25-04-2010,Sp Gijon,Valladolid,0,2,A,0,0,D,2009
SP1,26-04-2010,Osasuna,Ath Bilbao,0,0,D,0,0,D,2009
SP1,01-05-2010,Espanol,Valencia,0,2,A,0,0,D,2009
SP1,01-05-2010,La Coruna,Zaragoza,0,1,A,0,0,D,2009
SP1,01-05-2010,Malaga,Sp Gijon,1,1,D,0,1,A,2009
SP1,01-05-2010,Tenerife,Santander,2,1,H,1,0,H,2009
SP1,01-05-2010,Valladolid,Getafe,0,0,D,0,0,D,2009
SP1,01-05-2010,Villarreal,Barcelona,1,4,A,0,3,A,2009
SP1,01-05-2010,Xerez,Almeria,2,1,H,1,1,D,2009
SP1,02-05-2010,Ath Bilbao,Mallorca,1,3,A,1,1,D,2009
SP1,02-05-2010,Real Madrid,Osasuna,3,2,H,2,2,D,2009
SP1,02-05-2010,Sevilla,Ath Madrid,3,1,H,3,1,H,2009
SP1,04-05-2010,Almeria,Villarreal,4,2,H,3,0,H,2009
SP1,04-05-2010,Barcelona,Tenerife,4,1,H,1,1,D,2009
SP1,04-05-2010,Getafe,Sp Gijon,1,1,D,0,1,A,2009
SP1,04-05-2010,Valencia,Xerez,3,1,H,1,1,D,2009
SP1,05-05-2010,Ath Bilbao,Malaga,1,1,D,1,1,D,2009
SP1,05-05-2010,Ath Madrid,Valladolid,3,1,H,1,0,H,2009
SP1,05-05-2010,Mallorca,Real Madrid,1,4,A,1,1,D,2009
SP1,05-05-2010,Osasuna,La Coruna,3,1,H,3,1,H,2009
SP1,05-05-2010,Santander,Sevilla,1,5,A,0,2,A,2009
SP1,05-05-2010,Zaragoza,Espanol,1,0,H,0,0,D,2009
SP1,08-05-2010,Espanol,Osasuna,2,1,H,0,1,A,2009
SP1,08-05-2010,Getafe,Malaga,2,1,H,1,0,H,2009
SP1,08-05-2010,La Coruna,Mallorca,1,0,H,0,0,D,2009
SP1,08-05-2010,Real Madrid,Ath Bilbao,5,1,H,1,1,D,2009
SP1,08-05-2010,Sevilla,Barcelona,2,3,A,0,2,A,2009
SP1,08-05-2010,Sp Gijon,Ath Madrid,1,1,D,0,0,D,2009
SP1,08-05-2010,Tenerife,Almeria,2,2,D,1,1,D,2009
SP1,08-05-2010,Valladolid,Santander,2,1,H,0,1,A,2009
SP1,08-05-2010,Villarreal,Valencia,2,0,H,2,0,H,2009
SP1,08-05-2010,Xerez,Zaragoza,3,2,H,1,0,H,2009
SP1,15-05-2010,Almeria,Sevilla,2,3,A,1,1,D,2009
SP1,15-05-2010,Ath Bilbao,La Coruna,2,0,H,1,0,H,2009
SP1,15-05-2010,Ath Madrid,Getafe,0,3,A,0,1,A,2009
SP1,15-05-2010,Mallorca,Espanol,2,0,H,1,0,H,2009
SP1,15-05-2010,Zaragoza,Villarreal,3,3,D,3,1,H,2009
SP1,16-05-2010,Barcelona,Valladolid,4,0,H,2,0,H,2009
SP1,16-05-2010,Malaga,Real Madrid,1,1,D,1,0,H,2009
SP1,16-05-2010,Osasuna,Xerez,1,1,D,0,0,D,2009
SP1,16-05-2010,Santander,Sp Gijon,2,0,H,1,0,H,2009
SP1,16-05-2010,Valencia,Tenerife,1,0,H,0,0,D,2009
SP1,28-08-2010,Hercules,Ath Bilbao,0,1,A,0,0,D,2010
SP1,28-08-2010,Levante,Sevilla,1,4,A,1,2,A,2010
SP1,28-08-2010,Malaga,Valencia,1,3,A,1,1,D,2010
SP1,29-08-2010,Espanol,Getafe,3,1,H,1,0,H,2010
SP1,29-08-2010,La Coruna,Zaragoza,0,0,D,0,0,D,2010
SP1,29-08-2010,Mallorca,Real Madrid,0,0,D,0,0,D,2010
SP1,29-08-2010,Osasuna,Almeria,0,0,D,0,0,D,2010
SP1,29-08-2010,Santander,Barcelona,0,3,A,0,2,A,2010
SP1,29-08-2010,Sociedad,Villarreal,1,0,H,0,0,D,2010
SP1,30-08-2010,Ath Madrid,Sp Gijon,4,0,H,2,0,H,2010
SP1,11-09-2010,Ath Bilbao,Ath Madrid,1,2,A,0,1,A,2010
SP1,11-09-2010,Barcelona,Hercules,0,2,A,0,1,A,2010
SP1,11-09-2010,Real Madrid,Osasuna,1,0,H,0,0,D,2010
SP1,11-09-2010,Valencia,Santander,1,0,H,1,0,H,2010
SP1,12-09-2010,Getafe,Levante,4,1,H,2,1,H,2010
SP1,12-09-2010,Sevilla,La Coruna,0,0,D,0,0,D,2010
SP1,12-09-2010,Sp Gijon,Mallorca,2,0,H,0,0,D,2010
SP1,12-09-2010,Villarreal,Espanol,4,0,H,2,0,H,2010
SP1,12-09-2010,Zaragoza,Malaga,3,5,A,1,5,A,2010
SP1,13-09-2010,Almeria,Sociedad,2,2,D,1,2,A,2010
SP1,18-09-2010,Espanol,Almeria,1,0,H,0,0,D,2010
SP1,18-09-2010,Mallorca,Osasuna,2,0,H,1,0,H,2010
SP1,18-09-2010,Sociedad,Real Madrid,1,2,A,0,0,D,2010
SP1,18-09-2010,Sp Gijon,Ath Bilbao,2,2,D,2,1,H,2010
SP1,19-09-2010,Ath Madrid,Barcelona,1,2,A,1,2,A,2010
SP1,19-09-2010,Hercules,Valencia,1,2,A,1,2,A,2010
SP1,19-09-2010,Levante,Villarreal,1,2,A,0,2,A,2010
SP1,19-09-2010,Malaga,Sevilla,1,2,A,1,2,A,2010
SP1,19-09-2010,Santander,Zaragoza,2,0,H,0,0,D,2010
SP1,20-09-2010,La Coruna,Getafe,2,2,D,0,1,A,2010
SP1,21-09-2010,Ath Bilbao,Mallorca,3,0,H,1,0,H,2010
SP1,21-09-2010,Osasuna,Sociedad,3,1,H,2,1,H,2010
SP1,21-09-2010,Real Madrid,Espanol,3,0,H,1,0,H,2010
SP1,22-09-2010,Almeria,Levante,0,1,A,0,1,A,2010
SP1,22-09-2010,Barcelona,Sp Gijon,1,0,H,0,0,D,2010
SP1,22-09-2010,Valencia,Ath Madrid,1,1,D,0,1,A,2010
SP1,22-09-2010,Zaragoza,Hercules,0,0,D,0,0,D,2010
SP1,23-09-2010,Getafe,Malaga,0,2,A,0,0,D,2010
SP1,23-09-2010,Sevilla,Santander,1,1,D,1,0,H,2010
SP1,23-09-2010,Villarreal,La Coruna,1,0,H,1,0,H,2010
SP1,25-09-2010,Ath Bilbao,Barcelona,1,3,A,0,0,D,2010
SP1,25-09-2010,Levante,Real Madrid,0,0,D,0,0,D,2010
SP1,25-09-2010,Sp Gijon,Valencia,0,2,A,0,2,A,2010
SP1,26-09-2010,Ath Madrid,Zaragoza,1,0,H,1,0,H,2010
SP1,26-09-2010,Espanol,Osasuna,1,0,H,1,0,H,2010
SP1,26-09-2010,Hercules,Sevilla,2,0,H,2,0,H,2010
SP1,26-09-2010,La Coruna,Almeria,0,2,A,0,2,A,2010
SP1,26-09-2010,Mallorca,Sociedad,2,0,H,1,0,H,2010
SP1,26-09-2010,Santander,Getafe,0,1,A,0,1,A,2010
SP1,27-09-2010,Malaga,Villarreal,2,3,A,2,3,A,2010
SP1,02-10-2010,Sociedad,Espanol,1,0,H,0,0,D,2010
SP1,02-10-2010,Valencia,Ath Bilbao,2,1,H,1,0,H,2010
SP1,02-10-2010,Zaragoza,Sp Gijon,2,2,D,0,1,A,2010
SP1,03-10-2010,Almeria,Malaga,1,1,D,0,0,D,2010
SP1,03-10-2010,Barcelona,Mallorca,1,1,D,1,1,D,2010
SP1,03-10-2010,Getafe,Hercules,3,0,H,2,0,H,2010
SP1,03-10-2010,Osasuna,Levante,1,1,D,0,0,D,2010
SP1,03-10-2010,Real Madrid,La Coruna,6,1,H,3,0,H,2010
SP1,03-10-2010,Sevilla,Ath Madrid,3,1,H,2,0,H,2010
SP1,03-10-2010,Villarreal,Santander,2,0,H,2,0,H,2010
SP1,16-10-2010,Ath Madrid,Getafe,2,0,H,1,0,H,2010
SP1,16-10-2010,Barcelona,Valencia,2,1,H,0,1,A,2010
SP1,16-10-2010,Malaga,Real Madrid,1,4,A,0,2,A,2010
SP1,17-10-2010,Ath Bilbao,Zaragoza,2,1,H,2,0,H,2010
SP1,17-10-2010,La Coruna,Osasuna,0,0,D,0,0,D,2010
SP1,17-10-2010,Levante,Sociedad,2,1,H,0,0,D,2010
SP1,17-10-2010,Mallorca,Espanol,0,1,A,0,1,A,2010
SP1,17-10-2010,Santander,Almeria,1,0,H,1,0,H,2010
SP1,17-10-2010,Sp Gijon,Sevilla,2,0,H,1,0,H,2010
SP1,18-10-2010,Hercules,Villarreal,2,2,D,2,1,H,2010
SP1,23-10-2010,Real Madrid,Santander,6,1,H,3,0,H,2010
SP1,23-10-2010,Valencia,Mallorca,1,2,A,1,2,A,2010
SP1,23-10-2010,Zaragoza,Barcelona,0,2,A,0,1,A,2010
SP1,24-10-2010,Almeria,Hercules,1,1,D,0,1,A,2010
SP1,24-10-2010,Espanol,Levante,2,1,H,1,0,H,2010
SP1,24-10-2010,Getafe,Sp Gijon,3,0,H,1,0,H,2010
SP1,24-10-2010,Osasuna,Malaga,3,0,H,2,0,H,2010
SP1,24-10-2010,Sevilla,Ath Bilbao,4,3,H,2,0,H,2010
SP1,24-10-2010,Villarreal,Ath Madrid,2,0,H,1,0,H,2010
SP1,25-10-2010,Sociedad,La Coruna,3,0,H,1,0,H,2010
SP1,30-10-2010,Barcelona,Sevilla,5,0,H,2,0,H,2010
SP1,30-10-2010,Hercules,Real Madrid,1,3,A,1,0,H,2010
SP1,30-10-2010,Valencia,Zaragoza,1,1,D,1,1,D,2010
SP1,31-10-2010,Ath Bilbao,Getafe,3,0,H,2,0,H,2010
SP1,31-10-2010,Ath Madrid,Almeria,1,1,D,1,1,D,2010
SP1,31-10-2010,La Coruna,Espanol,3,0,H,1,0,H,2010
SP1,31-10-2010,Malaga,Sociedad,1,2,A,0,1,A,2010
SP1,31-10-2010,Santander,Osasuna,4,1,H,2,0,H,2010
SP1,31-10-2010,Sp Gijon,Villarreal,1,1,D,0,0,D,2010
SP1,01-11-2010,Mallorca,Levante,2,1,H,0,1,A,2010
SP1,06-11-2010,Espanol,Malaga,1,0,H,1,0,H,2010
SP1,06-11-2010,Sociedad,Santander,1,0,H,1,0,H,2010
SP1,07-11-2010,Almeria,Sp Gijon,1,1,D,1,0,H,2010
SP1,07-11-2010,Getafe,Barcelona,1,3,A,0,2,A,2010
SP1,07-11-2010,Levante,La Coruna,1,2,A,0,1,A,2010
SP1,07-11-2010,Osasuna,Hercules,3,0,H,1,0,H,2010
SP1,07-11-2010,Real Madrid,Ath Madrid,2,0,H,2,0,H,2010
SP1,07-11-2010,Villarreal,Ath Bilbao,4,1,H,2,1,H,2010
SP1,07-11-2010,Zaragoza,Mallorca,3,2,H,0,1,A,2010
SP1,08-11-2010,Sevilla,Valencia,2,0,H,0,0,D,2010
SP1,13-11-2010,Ath Bilbao,Almeria,1,0,H,1,0,H,2010
SP1,13-11-2010,Ath Madrid,Osasuna,3,0,H,2,0,H,2010
SP1,13-11-2010,Barcelona,Villarreal,3,1,H,1,1,D,2010
SP1,14-11-2010,Hercules,Sociedad,2,1,H,0,1,A,2010
SP1,14-11-2010,Malaga,Levante,1,0,H,0,0,D,2010
SP1,14-11-2010,Mallorca,La Coruna,0,0,D,0,0,D,2010
SP1,14-11-2010,Santander,Espanol,0,0,D,0,0,D,2010
SP1,14-11-2010,Sp Gijon,Real Madrid,0,1,A,0,0,D,2010
SP1,14-11-2010,Valencia,Getafe,2,0,H,1,0,H,2010
SP1,14-11-2010,Zaragoza,Sevilla,1,2,A,0,1,A,2010
SP1,20-11-2010,Almeria,Barcelona,0,8,A,0,5,A,2010
SP1,20-11-2010,Real Madrid,Ath Bilbao,5,1,H,2,1,H,2010
SP1,20-11-2010,Villarreal,Valencia,1,1,D,0,1,A,2010
SP1,21-11-2010,Espanol,Hercules,3,0,H,1,0,H,2010
SP1,21-11-2010,La Coruna,Malaga,3,0,H,2,0,H,2010
SP1,21-11-2010,Levante,Santander,3,1,H,3,0,H,2010
SP1,21-11-2010,Osasuna,Sp Gijon,1,0,H,0,0,D,2010
SP1,21-11-2010,Sevilla,Mallorca,1,2,A,0,1,A,2010
SP1,21-11-2010,Sociedad,Ath Madrid,2,4,A,1,0,H,2010
SP1,22-11-2010,Getafe,Zaragoza,1,1,D,0,1,A,2010
SP1,27-11-2010,Ath Madrid,Espanol,2,3,A,1,1,D,2010
SP1,27-11-2010,Sevilla,Getafe,1,3,A,1,0,H,2010
SP1,27-11-2010,Zaragoza,Villarreal,0,3,A,0,2,A,2010
SP1,28-11-2010,Ath Bilbao,Osasuna,1,0,H,0,0,D,2010
SP1,28-11-2010,Hercules,Levante,3,1,H,1,1,D,2010
SP1,28-11-2010,Mallorca,Malaga,2,0,H,0,0,D,2010
SP1,28-11-2010,Santander,La Coruna,1,0,H,0,0,D,2010
SP1,28-11-2010,Sp Gijon,Sociedad,1,3,A,1,2,A,2010
SP1,28-11-2010,Valencia,Almeria,2,1,H,1,0,H,2010
SP1,29-11-2010,Barcelona,Real Madrid,5,0,H,2,0,H,2010
SP1,04-12-2010,Levante,Ath Madrid,2,0,H,1,0,H,2010
SP1,04-12-2010,Osasuna,Barcelona,0,3,A,0,1,A,2010
SP1,04-12-2010,Real Madrid,Valencia,2,0,H,0,0,D,2010
SP1,05-12-2010,Almeria,Zaragoza,1,1,D,0,0,D,2010
SP1,05-12-2010,Espanol,Sp Gijon,1,0,H,0,0,D,2010
SP1,05-12-2010,Getafe,Mallorca,3,0,H,2,0,H,2010
SP1,05-12-2010,Malaga,Santander,4,1,H,2,1,H,2010
SP1,05-12-2010,Sociedad,Ath Bilbao,2,0,H,1,0,H,2010
SP1,05-12-2010,Villarreal,Sevilla,1,0,H,1,0,H,2010
SP1,06-12-2010,La Coruna,Hercules,1,0,H,0,0,D,2010
SP1,11-12-2010,Ath Madrid,La Coruna,2,0,H,2,0,H,2010
SP1,11-12-2010,Getafe,Villarreal,1,0,H,0,0,D,2010
SP1,11-12-2010,Sevilla,Almeria,1,3,A,0,0,D,2010
SP1,12-12-2010,Ath Bilbao,Espanol,2,1,H,0,1,A,2010
SP1,12-12-2010,Barcelona,Sociedad,5,0,H,2,0,H,2010
SP1,12-12-2010,Hercules,Malaga,4,1,H,0,1,A,2010
SP1,12-12-2010,Mallorca,Santander,0,1,A,0,0,D,2010
SP1,12-12-2010,Sp Gijon,Levante,1,1,D,0,0,D,2010
SP1,12-12-2010,Zaragoza,Real Madrid,1,3,A,0,2,A,2010
SP1,13-12-2010,Valencia,Osasuna,3,3,D,3,1,H,2010
SP1,18-12-2010,Espanol,Barcelona,1,5,A,0,2,A,2010
SP1,18-12-2010,La Coruna,Sp Gijon,1,1,D,1,0,H,2010
SP1,18-12-2010,Levante,Ath Bilbao,1,2,A,1,1,D,2010
SP1,18-12-2010,Sociedad,Valencia,1,2,A,1,1,D,2010
SP1,18-12-2010,Villarreal,Mallorca,3,1,H,2,1,H,2010
SP1,19-12-2010,Almeria,Getafe,2,3,A,2,1,H,2010
SP1,19-12-2010,Malaga,Ath Madrid,0,3,A,0,1,A,2010
SP1,19-12-2010,Osasuna,Zaragoza,0,0,D,0,0,D,2010
SP1,19-12-2010,Real Madrid,Sevilla,1,0,H,0,0,D,2010
SP1,20-12-2010,Santander,Hercules,0,0,D,0,0,D,2010
SP1,02-01-2011,Ath Bilbao,La Coruna,1,2,A,0,1,A,2010
SP1,02-01-2011,Barcelona,Levante,2,1,H,0,0,D,2010
SP1,02-01-2011,Sevilla,Osasuna,1,0,H,1,0,H,2010
SP1,02-01-2011,Sp Gijon,Malaga,1,2,A,1,1,D,2010
SP1,02-01-2011,Valencia,Espanol,2,1,H,1,1,D,2010
SP1,03-01-2011,Ath Madrid,Santander,0,0,D,0,0,D,2010
SP1,03-01-2011,Getafe,Real Madrid,2,3,A,1,2,A,2010
SP1,03-01-2011,Mallorca,Hercules,3,0,H,2,0,H,2010
SP1,03-01-2011,Villarreal,Almeria,2,0,H,1,0,H,2010
SP1,03-01-2011,Zaragoza,Sociedad,2,1,H,1,1,D,2010
SP1,08-01-2011,La Coruna,Barcelona,0,4,A,0,1,A,2010
SP1,08-01-2011,Malaga,Ath Bilbao,1,1,D,0,0,D,2010
SP1,08-01-2011,Sociedad,Sevilla,2,3,A,2,1,H,2010
SP1,09-01-2011,Espanol,Zaragoza,4,0,H,3,0,H,2010
SP1,09-01-2011,Levante,Valencia,0,1,A,0,0,D,2010
SP1,09-01-2011,Mallorca,Almeria,4,1,H,2,0,H,2010
SP1,09-01-2011,Osasuna,Getafe,0,0,D,0,0,D,2010
SP1,09-01-2011,Real Madrid,Villarreal,4,2,H,2,2,D,2010
SP1,09-01-2011,Santander,Sp Gijon,1,1,D,1,0,H,2010
SP1,10-01-2011,Hercules,Ath Madrid,4,1,H,4,0,H,2010
SP1,15-01-2011,Ath Bilbao,Santander,2,1,H,2,0,H,2010
SP1,15-01-2011,Getafe,Sociedad,0,4,A,0,2,A,2010
SP1,15-01-2011,Sevilla,Espanol,1,2,A,0,1,A,2010
SP1,15-01-2011,Sp Gijon,Hercules,2,0,H,2,0,H,2010
SP1,15-01-2011,Villarreal,Osasuna,4,2,H,1,0,H,2010
SP1,15-01-2011,Zaragoza,Levante,1,0,H,1,0,H,2010
SP1,16-01-2011,Almeria,Real Madrid,1,1,D,0,0,D,2010
SP1,16-01-2011,Barcelona,Malaga,4,1,H,3,0,H,2010
SP1,16-01-2011,Valencia,La Coruna,2,0,H,0,0,D,2010
SP1,17-01-2011,Ath Madrid,Mallorca,3,0,H,2,0,H,2010
SP1,22-01-2011,Barcelona,Santander,3,0,H,2,0,H,2010
SP1,22-01-2011,Sevilla,Levante,4,1,H,3,0,H,2010
SP1,22-01-2011,Valencia,Malaga,4,3,H,1,2,A,2010
SP1,23-01-2011,Almeria,Osasuna,3,2,H,2,1,H,2010
SP1,23-01-2011,Getafe,Espanol,1,3,A,1,0,H,2010
SP1,23-01-2011,Real Madrid,Mallorca,1,0,H,0,0,D,2010
SP1,23-01-2011,Sp Gijon,Ath Madrid,1,0,H,0,0,D,2010
SP1,23-01-2011,Villarreal,Sociedad,2,1,H,1,1,D,2010
SP1,23-01-2011,Zaragoza,La Coruna,1,0,H,1,0,H,2010
SP1,24-01-2011,Ath Bilbao,Hercules,3,0,H,1,0,H,2010
SP1,29-01-2011,Hercules,Barcelona,0,3,A,0,1,A,2010
SP1,29-01-2011,La Coruna,Sevilla,3,3,D,1,0,H,2010
SP1,29-01-2011,Levante,Getafe,2,0,H,0,0,D,2010
SP1,29-01-2011,Malaga,Zaragoza,1,2,A,1,1,D,2010
SP1,29-01-2011,Mallorca,Sp Gijon,0,4,A,0,1,A,2010
SP1,29-01-2011,Sociedad,Almeria,2,0,H,1,0,H,2010
SP1,30-01-2011,Ath Madrid,Ath Bilbao,0,2,A,0,1,A,2010
SP1,30-01-2011,Espanol,Villarreal,0,1,A,0,1,A,2010
SP1,30-01-2011,Osasuna,Real Madrid,1,0,H,0,0,D,2010
SP1,31-01-2011,Santander,Valencia,1,1,D,1,0,H,2010
SP1,05-02-2011,Almeria,Espanol,3,2,H,3,1,H,2010
SP1,05-02-2011,Ath Bilbao,Sp Gijon,3,0,H,2,0,H,2010
SP1,05-02-2011,Barcelona,Ath Madrid,3,0,H,2,0,H,2010
SP1,05-02-2011,Getafe,La Coruna,4,1,H,3,0,H,2010
SP1,05-02-2011,Osasuna,Mallorca,1,1,D,1,1,D,2010
SP1,05-02-2011,Villarreal,Levante,0,1,A,0,0,D,2010
SP1,05-02-2011,Zaragoza,Santander,1,1,D,1,1,D,2010
SP1,06-02-2011,Real Madrid,Sociedad,4,1,H,3,0,H,2010
SP1,06-02-2011,Sevilla,Malaga,0,0,D,0,0,D,2010
SP1,06-02-2011,Valencia,Hercules,2,0,H,1,0,H,2010
SP1,12-02-2011,Ath Madrid,Valencia,1,2,A,1,1,D,2010
SP1,12-02-2011,Santander,Sevilla,3,2,H,2,1,H,2010
SP1,12-02-2011,Sp Gijon,Barcelona,1,1,D,1,0,H,2010
SP1,13-02-2011,Espanol,Real Madrid,0,1,A,0,1,A,2010
SP1,13-02-2011,Hercules,Zaragoza,2,1,H,0,1,A,2010
SP1,13-02-2011,La Coruna,Villarreal,1,0,H,0,0,D,2010
SP1,13-02-2011,Levante,Almeria,1,0,H,0,0,D,2010
SP1,13-02-2011,Malaga,Getafe,2,2,D,0,2,A,2010
SP1,13-02-2011,Sociedad,Osasuna,1,0,H,0,0,D,2010
SP1,14-02-2011,Mallorca,Ath Bilbao,1,0,H,1,0,H,2010
SP1,19-02-2011,Real Madrid,Levante,2,0,H,2,0,H,2010
SP1,19-02-2011,Valencia,Sp Gijon,0,0,D,0,0,D,2010
SP1,19-02-2011,Zaragoza,Ath Madrid,0,1,A,0,0,D,2010
SP1,20-02-2011,Almeria,La Coruna,1,1,D,0,0,D,2010
SP1,20-02-2011,Barcelona,Ath Bilbao,2,1,H,1,0,H,2010
SP1,20-02-2011,Getafe,Santander,0,1,A,0,0,D,2010
SP1,20-02-2011,Osasuna,Espanol,4,0,H,1,0,H,2010
SP1,20-02-2011,Sevilla,Hercules,1,0,H,1,0,H,2010
SP1,20-02-2011,Villarreal,Malaga,1,1,D,1,0,H,2010
SP1,21-02-2011,Sociedad,Mallorca,1,0,H,0,0,D,2010
SP1,26-02-2011,Ath Madrid,Sevilla,2,2,D,0,1,A,2010
SP1,26-02-2011,Espanol,Sociedad,4,1,H,1,1,D,2010
SP1,26-02-2011,La Coruna,Real Madrid,0,0,D,0,0,D,2010
SP1,26-02-2011,Mallorca,Barcelona,0,3,A,0,1,A,2010
SP1,26-02-2011,Sp Gijon,Zaragoza,0,0,D,0,0,D,2010
SP1,27-02-2011,Ath Bilbao,Valencia,1,2,A,1,0,H,2010
SP1,27-02-2011,Hercules,Getafe,0,0,D,0,0,D,2010
SP1,27-02-2011,Levante,Osasuna,2,1,H,1,1,D,2010
SP1,27-02-2011,Santander,Villarreal,2,2,D,1,0,H,2010
SP1,28-02-2011,Malaga,Almeria,3,1,H,0,1,A,2010
SP1,01-03-2011,Espanol,Mallorca,1,2,A,1,0,H,2010
SP1,01-03-2011,Sevilla,Sp Gijon,3,0,H,2,0,H,2010
SP1,02-03-2011,Getafe,Ath Madrid,1,1,D,1,0,H,2010
SP1,02-03-2011,Osasuna,La Coruna,0,0,D,0,0,D,2010
SP1,02-03-2011,Sociedad,Levante,1,1,D,0,0,D,2010
SP1,02-03-2011,Valencia,Barcelona,0,1,A,0,0,D,2010
SP1,02-03-2011,Villarreal,Hercules,1,0,H,1,0,H,2010
SP1,02-03-2011,Zaragoza,Ath Bilbao,2,1,H,0,1,A,2010
SP1,03-03-2011,Almeria,Santander,1,1,D,0,1,A,2010
SP1,03-03-2011,Real Madrid,Malaga,7,0,H,3,0,H,2010
SP1,05-03-2011,Ath Madrid,Villarreal,3,1,H,1,1,D,2010
SP1,05-03-2011,Barcelona,Zaragoza,1,0,H,1,0,H,2010
SP1,05-03-2011,Mallorca,Valencia,1,2,A,1,1,D,2010
SP1,06-03-2011,Ath Bilbao,Sevilla,2,0,H,0,0,D,2010
SP1,06-03-2011,Hercules,Almeria,1,2,A,0,0,D,2010
SP1,06-03-2011,Levante,Espanol,1,0,H,1,0,H,2010
SP1,06-03-2011,Malaga,Osasuna,0,1,A,0,0,D,2010
SP1,06-03-2011,Santander,Real Madrid,1,3,A,0,2,A,2010
SP1,06-03-2011,Sp Gijon,Getafe,2,0,H,2,0,H,2010
SP1,07-03-2011,La Coruna,Sociedad,2,1,H,1,0,H,2010
SP1,12-03-2011,Almeria,Ath Madrid,2,2,D,0,1,A,2010
SP1,12-03-2011,Real Madrid,Hercules,2,0,H,1,0,H,2010
SP1,12-03-2011,Zaragoza,Valencia,4,0,H,2,0,H,2010
SP1,13-03-2011,Espanol,La Coruna,2,0,H,0,0,D,2010
SP1,13-03-2011,Levante,Mallorca,1,1,D,1,0,H,2010
SP1,13-03-2011,Osasuna,Santander,3,1,H,2,0,H,2010
SP1,13-03-2011,Sevilla,Barcelona,1,1,D,0,1,A,2010
SP1,13-03-2011,Sociedad,Malaga,0,2,A,0,1,A,2010
SP1,13-03-2011,Villarreal,Sp Gijon,1,1,D,1,0,H,2010
SP1,14-03-2011,Getafe,Ath Bilbao,2,2,D,0,0,D,2010
SP1,19-03-2011,Ath Madrid,Real Madrid,1,2,A,0,2,A,2010
SP1,19-03-2011,Barcelona,Getafe,2,1,H,1,0,H,2010
SP1,19-03-2011,Mallorca,Zaragoza,1,0,H,0,0,D,2010
SP1,20-03-2011,Ath Bilbao,Villarreal,0,1,A,0,0,D,2010
SP1,20-03-2011,Hercules,Osasuna,0,4,A,0,2,A,2010
SP1,20-03-2011,La Coruna,Levante,0,1,A,0,0,D,2010
SP1,20-03-2011,Malaga,Espanol,2,0,H,2,0,H,2010
SP1,20-03-2011,Santander,Sociedad,2,1,H,1,0,H,2010
SP1,20-03-2011,Sp Gijon,Almeria,1,0,H,1,0,H,2010
SP1,20-03-2011,Valencia,Sevilla,0,1,A,0,0,D,2010
SP1,02-04-2011,Getafe,Valencia,2,4,A,1,0,H,2010
SP1,02-04-2011,Real Madrid,Sp Gijon,0,1,A,0,0,D,2010
SP1,02-04-2011,Villarreal,Barcelona,0,1,A,0,0,D,2010
SP1,03-04-2011,Espanol,Santander,1,2,A,1,0,H,2010
SP1,03-04-2011,La Coruna,Mallorca,2,1,H,0,1,A,2010
SP1,03-04-2011,Levante,Malaga,3,1,H,2,0,H,2010
SP1,03-04-2011,Osasuna,Ath Madrid,2,3,A,1,1,D,2010
SP1,03-04-2011,Sevilla,Zaragoza,3,1,H,1,0,H,2010
SP1,03-04-2011,Sociedad,Hercules,1,3,A,0,0,D,2010
SP1,04-04-2011,Almeria,Ath Bilbao,1,3,A,1,1,D,2010
SP1,09-04-2011,Ath Bilbao,Real Madrid,0,3,A,0,1,A,2010
SP1,09-04-2011,Barcelona,Almeria,3,1,H,0,0,D,2010
SP1,09-04-2011,Mallorca,Sevilla,2,2,D,2,1,H,2010
SP1,10-04-2011,Ath Madrid,Sociedad,3,0,H,2,0,H,2010
SP1,10-04-2011,Hercules,Espanol,0,0,D,0,0,D,2010
SP1,10-04-2011,Malaga,La Coruna,0,0,D,0,0,D,2010
SP1,10-04-2011,Santander,Levante,1,1,D,1,0,H,2010
SP1,10-04-2011,Sp Gijon,Osasuna,1,0,H,0,0,D,2010
SP1,10-04-2011,Valencia,Villarreal,5,0,H,1,0,H,2010
SP1,11-04-2011,Zaragoza,Getafe,2,1,H,2,1,H,2010
SP1,16-04-2011,Almeria,Valencia,0,3,A,0,0,D,2010
SP1,16-04-2011,Getafe,Sevilla,1,0,H,0,0,D,2010
SP1,16-04-2011,Malaga,Mallorca,3,0,H,2,0,H,2010
